global_seed,timestamp,system_name,model_name,noise_level,library_strategy,optimizer,use_ensemble,threshold,active_curation_threshold,expansion_strategy,split_strategy,discovery_time_s,structural_complexity,canonical_complexity,train_r2,train_mse,test_r2,test_mse,new_traj_r2,new_traj_mse,sim_time_s,sim_r2,sim_mse,equations
32,4/3/2026 20:36,harmonic_oscillator,AutoSINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,33.03345537,4,4,0.999999001,3.71E-07,0.999999109,1.86E-06,0.9999993,1.40E-07,0.998731136,0.99999992,7.78E-09,1.0001708053 x1; -5.0000421358 x0 + -1.0006943344 x1
32,4/3/2026 20:36,harmonic_oscillator,Standard SINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.48811388,7,7,0.999999002,3.70E-07,0.999999155,1.73E-06,0.999999303,1.39E-07,1.094725132,0.999999928,6.82E-09,1.0001708053 x1; -5.0176276923 x0 + -1.0006823730 x1 + 0.0180173358 1 sin(1 x0)
32,4/3/2026 20:36,harmonic_oscillator,Standard PySR,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,21.3975637,3,4,0.999998968,3.95E-07,0.999999107,1.87E-06,0.999999275,1.49E-07,5.33943367,0.999999554,4.32E-08,x1*1.0001706; x0*(-4.999978) - x1
33,4/3/2026 20:37,harmonic_oscillator,AutoSINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.11254668,4,4,0.999999001,3.71E-07,0.999999109,1.86E-06,0.9999993,1.40E-07,0.947817564,0.99999992,7.78E-09,1.0001708053 x1; -1.0006943344 x1 + -5.0000421358 x0
33,4/3/2026 20:37,harmonic_oscillator,Standard SINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.485743284,7,7,0.999999002,3.70E-07,0.999999155,1.73E-06,0.999999303,1.39E-07,1.079931974,0.999999928,6.82E-09,1.0001708053 x1; -5.0176276923 x0 + -1.0006823730 x1 + 0.0180173358 1 sin(1 x0)
33,4/3/2026 20:37,harmonic_oscillator,Standard PySR,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.57700753,3,4,0.999998968,3.95E-07,0.999999107,1.87E-06,0.999999275,1.49E-07,5.336890221,0.999999553,4.32E-08,x1*1.0001706; x0*(-4.9999847) - x1
34,4/3/2026 20:38,harmonic_oscillator,AutoSINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.85134363,4,4,0.999999001,3.71E-07,0.999999109,1.86E-06,0.9999993,1.40E-07,1.013206482,0.99999992,7.78E-09,1.0001708053 x1; -1.0006943344 x1 + -5.0000421358 x0
34,4/3/2026 20:38,harmonic_oscillator,Standard SINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.473094463,7,7,0.999999002,3.70E-07,0.999999155,1.73E-06,0.999999303,1.39E-07,1.266580343,0.999999928,6.82E-09,1.0001708053 x1; -5.0176276923 x0 + -1.0006823730 x1 + 0.0180173358 1 sin(1 x0)
34,4/3/2026 20:38,harmonic_oscillator,Standard PySR,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.99672055,3,4,0.999998968,3.95E-07,0.999999106,1.87E-06,0.999999275,1.49E-07,5.999443054,0.999999557,4.29E-08,x1*1.0001706; x0*(-4.999956) - x1
35,4/3/2026 20:39,harmonic_oscillator,AutoSINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.52418423,4,4,0.999999001,3.71E-07,0.999999109,1.86E-06,0.9999993,1.40E-07,0.979999065,0.99999992,7.78E-09,1.0001708053 x1; -1.0006943344 x1 + -5.0000421358 x0
35,4/3/2026 20:39,harmonic_oscillator,Standard SINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.637236357,7,7,0.999999002,3.70E-07,0.999999155,1.73E-06,0.999999303,1.39E-07,1.053953648,0.999999928,6.82E-09,1.0001708053 x1; -5.0176276923 x0 + -1.0006823730 x1 + 0.0180173358 1 sin(1 x0)
35,4/3/2026 20:39,harmonic_oscillator,Standard PySR,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.12622213,3,4,0.999998968,3.95E-07,0.999999106,1.87E-06,0.999999275,1.49E-07,5.160797119,0.999999557,4.29E-08,x1*1.0001706; x0*(-4.999956) - x1
36,4/3/2026 20:53,harmonic_oscillator,AutoSINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,33.70002484,4,4,0.999999001,3.71E-07,0.999999109,1.86E-06,0.9999993,1.40E-07,0.969691038,0.99999992,7.78E-09,1.0001708053 x1; -5.0000421358 x0 + -1.0006943344 x1
36,4/3/2026 20:53,harmonic_oscillator,Standard SINDy,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.553385973,7,7,0.999999002,3.70E-07,0.999999155,1.73E-06,0.999999303,1.39E-07,1.040189743,0.999999928,6.82E-09,1.0001708053 x1; -5.0176276923 x0 + -1.0006823730 x1 + 0.0180173358 1 sin(1 x0)
36,4/3/2026 20:53,harmonic_oscillator,Standard PySR,0,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,22.15682054,5,6,0.99999899,3.92E-07,0.999999082,1.88E-06,0.999999274,1.49E-07,5.631383181,0.999999811,1.80E-08,x0*(-0.00040566933) + x1*1.000157; x0*(-4.999956) - x1
32,4/3/2026 20:54,harmonic_oscillator,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.84025121,4,4,0.69835004,0.137702173,0.910611156,0.152286714,0.999996961,6.81E-07,1.104207039,0.999981404,1.93E-06,0.9987781340 x1; -4.9942295197 x0 + -0.9965450332 x1
32,4/3/2026 20:54,harmonic_oscillator,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.597164631,16,16,0.698350319,0.137701912,0.910560899,0.152450204,0.999996611,8.00E-07,1.04067421,0.999978564,2.18E-06,0.9987781340 x1; 8.4455460878 x0 + -0.9962661287 x1 + -20.4911723515 1 sin(1 x0) + 7.0608345274 x0 cos(1 x0) + 0.0298017538 x0^3 cos(1 x1)
32,4/3/2026 20:54,harmonic_oscillator,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.49465442,4,5,0.646407083,0.186321589,-27.14944333,15.06823625,0.929411154,0.024063552,4.986979485,-0.890153465,0.183147791,0.00237755613720609*x1**18 + x1; x0*(-4.87127)
33,4/3/2026 20:55,harmonic_oscillator,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.4486115,4,4,0.703174044,0.134626977,0.906254355,0.154627587,0.999996955,7.05E-07,1.107638121,0.999992591,6.20E-07,0.9988367761 x1; -5.0045468692 x0 + -1.0053993154 x1
33,4/3/2026 20:55,harmonic_oscillator,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.490131378,24,24,0.703181318,0.134620186,0.903293529,0.164006494,0.999997306,5.86E-07,1.105493307,0.999994202,5.39E-07,0.9988367761 x1; -5.5978424839 x0 + -8.1416305621 x1 + 0.2921677716 1 sin(1 x0) + 10.8647748843 1 sin(1 x1) + 0.3077263647 x0 cos(1 x1) + -3.7329018516 x1 cos(1 x1) + 0.2178731523 x0 x1^2 cos(1 x1)
33,4/3/2026 20:55,harmonic_oscillator,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.72756648,4,5,0.650215109,0.184079766,0.572637028,0.662714108,0.929256231,0.024116368,5.640810013,-0.892309138,0.183589984,x1 + sin(x1)**36; x0*(-4.879471)
34,4/3/2026 20:56,harmonic_oscillator,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.21789932,4,4,0.700490013,0.142119842,0.918303896,0.132007406,0.999998852,2.94E-07,0.99732399,0.999998097,1.76E-07,1.0000678719 x1; -4.9995361705 x0 + -1.0029518069 x1
34,4/3/2026 20:56,harmonic_oscillator,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.50933814,11,11,0.700491552,0.14211838,0.899631579,0.191553049,0.999981927,6.06E-06,1.065547943,0.999971839,2.64E-06,1.0000678719 x1; 176.9639563353 x0 + -1.0031482123 x1 + -273.8205541588 1 sin(1 x0) + 91.8574566668 x0 cos(1 x0)
34,4/3/2026 20:56,harmonic_oscillator,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.43440914,4,5,0.64872736,0.19130494,-292.5722642,152.7836436,0.929318941,0.024094961,5.319456577,-0.894181868,0.185124907,x1**18*0.007522394 + x1; x0*(-4.876165)
35,4/3/2026 21:02,harmonic_oscillator,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,25.80543017,4,4,0.704661507,0.136244454,0.896352065,0.160625987,0.999992286,9.15E-07,0.834603071,0.999962095,4.07E-06,0.9968003426 x1; -0.9959385538 x1 + -4.9975523966 x0
35,4/3/2026 21:02,harmonic_oscillator,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.403594494,27,27,0.704687943,0.136219714,0.842601787,0.334028352,0.999972947,7.51E-06,0.828383207,0.999964915,3.97E-06,0.9968003426 x1; -4.0731821810 x0 + 0.3358990053 1 sin(1 x0) + -0.5176087300 1 sin(1 x1) + -1.2515975238 x0 cos(1 x1) + -0.4654771215 x1 cos(1 x1) + -0.6958783189 x0 x1^2 cos(1 x0) + -0.4803095890 x1^3 cos(1 x1)
35,4/3/2026 21:02,harmonic_oscillator,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.57840276,4,5,0.652891143,0.184768811,-606953.24,331778.2644,0.929359596,0.024081131,3.389018774,,,-0.004418685*x1**27 + x1; x0*(-4.874017)
36,4/3/2026 21:03,harmonic_oscillator,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,15.45211029,4,4,0.709650321,0.133942878,0.904464123,0.159191375,0.999996489,2.81E-07,0.782982826,0.999985641,1.43E-06,0.9977508232 x1; -4.9995644549 x0 + -1.0005628798 x1
36,4/3/2026 21:03,harmonic_oscillator,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.389885664,7,7,0.709650322,0.133942877,0.904457696,0.159212591,0.999996476,2.85E-07,0.843130589,0.999985634,1.43E-06,0.9977508232 x1; -4.9792255076 x0 + -1.0005766037 x1 + -0.0208382392 1 sin(1 x0)
36,4/3/2026 21:03,harmonic_oscillator,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,14.93091607,4,5,0.657255954,0.182897812,0.640864898,0.634919217,0.929323357,0.024092481,4.261622667,-0.892327538,0.184075802,-0.012351916*x1**9 + x1; x0*(-4.8757553)
32,4/3/2026 21:04,harmonic_oscillator,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,15.81984043,4,4,0.374294847,0.550807933,0.7194881,0.609151675,0.999986691,2.86E-06,0.82655549,0.999899535,1.05E-05,0.9968431485 x1; -0.9918280876 x1 + -4.9859249113 x0
32,4/3/2026 21:04,harmonic_oscillator,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.435100317,45,45,0.374354944,0.55071242,-16131.3848,64969.61812,0.991547644,0.002879725,0.899493456,0.984760849,0.001479715,0.9968431485 x1; -3425366673.2396440506 x0 + 189732920.9609601498 x0^3 + 4999581973.6063480377 1 sin(1 x0) + -1574215328.9037613869 x0 cos(1 x0) + 23.7262480259 x0 cos(1 x1) + -0.9300651550 x1 cos(1 x0) + -0.0689527690 x1 cos(1 x1) + -143576955.2855686247 x0^2 sin(1 x0) + 15.8867560625 x0^3 cos(1 x1) + 11.6231021881 x0 x1^2 cos(1 x0) + -0.0848678760 x1^3 cos(1 x1)
32,4/3/2026 21:04,harmonic_oscillator,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,14.83139777,6,6,0.343985514,0.599037289,-0.128869868,1.516250242,0.929555689,0.024014232,4.284300804,-1.309395098,0.253050451,x1*cos(-0.149416531816284*x1**9); x0*(-4.863465)
33,4/5/2026 20:53,harmonic_oscillator,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,30.24748182,4,4,0.38026978,0.538506468,0.706701336,0.618459744,0.999989227,2.16E-06,0.997629166,0.999962382,3.20E-06,0.9970183150 x1; -5.0066000604 x0 + -1.0095088385 x1
33,4/5/2026 20:53,harmonic_oscillator,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.57005024,42,42,0.380350537,0.53837927,-209.2366829,810.7186938,-0.082930954,0.369168365,1.00496459,0.395450259,0.057738616,0.9970183150 x1; -14912.2256970382 x0 + -0.9996793217 x1 + 22318.6169097491 1 sin(1 x0) + -7409.0076947138 x0 cos(1 x0) + -2.4424143857 x0 cos(1 x1) + -29.1979255547 x0^3 sin(1 x0) + 30.4596667797 x0^3 cos(1 x1) + -7.0631407809 x0 x1^2 sin(1 x1) + -1.9768224222 x0 x1^2 cos(1 x1) + 6.0857796411 x1^3 sin(1 x0)
33,4/5/2026 20:53,harmonic_oscillator,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.99336314,6,6,0.348594562,0.588411581,-0.783976349,1.98318903,0.929235167,0.024122884,5.241515398,-0.93343949,0.192267257,x1*cos(-0.18760154*x1**6); x0*(-4.880455)
134,4/5/2026 20:57,harmonic_oscillator,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,32.35175896,4,4,0.373769565,0.561202556,0.724160904,0.572043251,0.999997738,6.24E-07,0.96007967,0.999993282,5.98E-07,0.9995133166 x1; -1.0052289650 x1 + -5.0024475452 x0
134,4/5/2026 20:57,harmonic_oscillator,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.508373022,25,25,0.373775534,0.561192897,0.722682576,0.577872336,0.999983071,5.62E-06,0.97033596,0.999981994,1.71E-06,0.9995133166 x1; -76.4055790130 x0 + 107.2252392062 1 sin(1 x0) + -1.5001867402 1 sin(1 x1) + -35.8283328063 x0 cos(1 x0) + -0.1034679859 x1 cos(1 x0) + 0.6206250130 x1 cos(1 x1) + 0.1528191856 x0^3 cos(1 x1)
134,4/5/2026 20:57,harmonic_oscillator,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,21.05851007,4,5,0.343234633,0.610620185,0.616833481,0.976088584,0.929279337,0.024108437,4.804074049,-0.895657793,0.183752469,-0.002797015*x1**9 + x1; x0*(-4.878248)
35,4/5/2026 20:58,harmonic_oscillator,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.11184025,4,4,0.379401604,0.544977931,0.68923002,0.642508762,0.999966367,3.72E-06,1.994591713,0.999812743,2.00E-05,0.9929362971 x1; -0.9906505513 x1 + -4.9927219976 x0
35,4/5/2026 20:58,harmonic_oscillator,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.764657974,78,78,0.379633175,0.544750975,-122.6247781,478.608153,0.983013278,0.005776537,5.885236979,,,-1013.2952863611 x1 + 1588.8558879862 1 sin(1 x1) + -574.5474602758 x1 cos(1 x1) + -22.7046407582 x1^3 cos(1 x1); -19.5795587925 x0 + -1469291.2726949768 x1 + -2652.2519054761 x0 x1^2 + 97091.4619853063 x1^3 + 1.1813342059 1 sin(1 x0) + 1931754.7638482298 1 sin(1 x1) + 13.4499425219 x0 cos(1 x1) + 3.2106839699 x1 cos(1 x0) + -462467.6557427502 x1 cos(1 x1) + 4016.7657118858 x1^2 sin(1 x0) + -35.8699285854 x0^3 sin(1 x1) + 33.3503217441 x0^2 x1 sin(1 x0) + -1359.1574023357 x0 x1^2 cos(1 x0) + 2.0283043754 x1^3 sin(1 x0) + -15.9629941384 x1^3 cos(1 x0) + -6351.2364749615 x1^3 cos(1 x1)
35,4/5/2026 20:58,harmonic_oscillator,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.89014339,4,5,0.349370823,0.592997942,-1865830.731,1432873.234,0.929441689,0.024053143,5.815564871,,,-0.00884567*x1**27 + x1; x0*(-4.869635)
36,4/5/2026 20:59,harmonic_oscillator,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,23.9372983,4,4,0.385185713,0.535770521,0.706512114,0.636777275,0.999986351,8.17E-07,1.537683487,0.999929741,7.08E-06,0.9950883413 x1; -0.9998942010 x1 + -4.9977032619 x0
36,4/5/2026 20:59,harmonic_oscillator,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,1.016938925,37,37,0.385230839,0.535717883,-15842.49257,65559.50165,0.633547553,0.124909462,1.665795088,0.736509477,0.025710904,0.8157535218 x1 + 0.1946698571 1 sin(1 x1); 2822891224.3475542068 x0 + -0.9975252151 x1 + -156433021.0370887816 x0^3 + -4119686727.3185505867 1 sin(1 x0) + 1296795498.9039087296 x0 cos(1 x0) + -0.9880983829 x0 cos(1 x1) + 118216333.8770135343 x0^2 sin(1 x0) + -16.5545622557 x0^3 sin(1 x0) + -1.6769817173 x0 x1^2 cos(1 x1)
36,4/5/2026 20:59,harmonic_oscillator,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,24.30557656,4,5,0.354278563,0.584678455,0.18865275,1.334464345,0.929344105,0.024082471,8.344792843,-0.90814739,0.187450886,-0.0245657400644588*x1**9 + x1; x0*(-4.874123)
32,4/5/2026 21:00,harmonic_oscillator,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,24.15668178,4,4,0.212465105,1.239315034,0.534512501,1.370622932,0.999962636,7.75E-06,1.437627077,0.999700617,3.12E-05,0.9943714653 x1; -0.9865549277 x1 + -4.9751547346 x0
32,4/5/2026 21:00,harmonic_oscillator,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.760192394,116,116,0.212894492,1.238237329,-30710.0014,162922.8224,-17.80687993,6.411223576,5.022622108,-7124.182311,977.3861613,-818.1967882378 x1 + 1283.2129656397 1 sin(1 x1) + -464.0154328580 x1 cos(1 x1) + -18.3021181872 x1^3 cos(1 x1); 4304033.0734463139 x0 + -1215850.3721661852 x0^3 + 1980.3361503435 x0^2 x1 + -137966.9648133519 x0 x1^2 + 1229101.4092320814 1 sin(1 x0) + -6246.4539985225 1 sin(1 x1) + -5492575.1345130922 x0 cos(1 x0) + -40562.8664891047 x0 cos(1 x1) + 3998.8290060838 x1 cos(1 x0) + 2246.7917679090 x1 cos(1 x1) + -1321792.7897381457 x0^2 sin(1 x0) + 0.9892310653 x0 x1 cos(1 x0) + -10423.9315244446 x0 x1 sin(1 x1) + 187302.8750811568 x1^2 sin(1 x0) + 134.9987196591 x0^3 sin(1 x0) + 319.9252201060 x0^3 sin(1 x1) + -3933.6595461700 x0^3 cos(1 x1) + -293.5831860671 x0^2 x1 sin(1 x0) + 105.3984204993 x0^2 x1 sin(1 x1) + -56.3080320536 x0 x1^2 sin(1 x0) + -59211.7478618955 x0 x1^2 cos(1 x0) + 0.2312057611 x1^3 sin(1 x0) + 80.9927772692 x1^3 cos(1 x1)
32,4/5/2026 21:00,harmonic_oscillator,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,21.34618449,4,5,0.194633121,1.287138408,0.008447894,2.193488992,0.929681787,0.023965483,6.911921024,-0.921592799,0.189868632,-0.029855449*x1**9 + x1; x0*(-4.8554487)
133,4/5/2026 21:04,harmonic_oscillator,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,30.24559665,4,4,0.217912201,1.183903034,0.549583136,1.317237471,0.999987303,4.23E-06,0.910946846,0.9999315,6.78E-06,0.9999487213 x1; -4.9851969735 x0 + -0.9881014519 x1
133,4/5/2026 21:04,harmonic_oscillator,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.548733711,92,92,0.218153135,1.183335626,-60148.58438,310050.7673,-11.22091151,4.165452185,1.164407492,0.149375766,0.084373171,10.0398209589 x1 + -13.4675871518 1 sin(1 x1) + 4.4075680081 x1 cos(1 x1) + -0.8494211125 x0^2 x1 sin(1 x0) + 0.4414827401 x0 x1^2 sin(1 x1); 532927250.1007055640 x0 + -94350182.4202722311 x0^3 + 76228790.2579044104 1 sin(1 x0) + -609160709.6361193657 x0 cos(1 x0) + 4664.6320303679 x0 cos(1 x1) + -0.8909299262 x1 cos(1 x1) + -222050516.8809155226 x0^2 sin(1 x0) + 4.9121166840 x0^2 cos(1 x0) + 2959.9903230593 x0 x1 sin(1 x1) + -120.2626267057 x0^3 sin(1 x0) + 24525169.5372991897 x0^3 cos(1 x0) + 2.0756121874 x0^3 cos(1 x1) + -84.2794166189 x0^2 x1 sin(1 x1) + 82.1210126244 x0 x1^2 sin(1 x0) + -637.0141478851 x0 x1^2 cos(1 x1) + -0.9743770801 x1^3 cos(1 x1)
133,4/5/2026 21:04,harmonic_oscillator,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.8779273,4,5,0.199252296,1.231660572,0.465579621,1.725216577,0.929555323,0.02401172,4.542121172,-0.89575013,0.183229752,x1**6*(-0.013148224) + x1; x0*(-4.8629932)
34,4/5/2026 21:05,harmonic_oscillator,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.63311791,11,11,0.212771197,1.279027765,0.493325382,1.509964019,0.994963761,0.00171675,1.257577658,0.985588128,0.001350684,1.0000162279 x1; -4.8606807138 x0 + -1.2705410202 x1 + 0.4719015799 x0**2 + 1.7397853341 x0**3 + -0.2878747387 sin(x0 - x1)
34,4/5/2026 21:05,harmonic_oscillator,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.427641392,70,70,0.212868429,1.278846845,-104.6955967,506.032655,-0.040623869,0.354724831,2.786731482,-5.238522673,0.66874498,-944.3949727756 x1 + 1481.1637372193 1 sin(1 x1) + -535.7429202606 x1 cos(1 x1) + -21.2821571554 x1^3 cos(1 x1); 11317.8980709261 x0 + 1915.2058225784 x1 + -17027.5270550198 1 sin(1 x0) + -2878.2311882568 1 sin(1 x1) + 5690.9017902207 x0 cos(1 x0) + 13.5904295356 x0 cos(1 x1) + 394.9175326456 x1 cos(1 x0) + 567.1778990221 x1 cos(1 x1) + -0.8782471705 x0^2 cos(1 x0) + 33.4673741145 x0^3 sin(1 x0) + 193.7263796724 x0^2 x1 cos(1 x1) + 10.0414876764 x0 x1^2 cos(1 x1) + -194.8213491157 x1^3 cos(1 x0) + -1.5866671245 x1^3 cos(1 x1)
34,4/5/2026 21:05,harmonic_oscillator,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.64880657,4,5,0.195100017,1.328595692,-164120.1861,151471.0693,0.929329182,0.024091499,3.898179054,,,-0.00277632261739102*x1**27 + x1; x0*(-4.875629)
35,4/5/2026 21:06,harmonic_oscillator,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.4960289,4,4,0.215325999,1.226198647,0.501778765,1.445647258,0.999914166,9.40E-06,0.859507084,0.99948489,5.49E-05,0.9885862262 x1; -4.9855578938 x0 + -0.9848400016 x1
35,4/5/2026 21:06,harmonic_oscillator,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.533195257,84,84,0.215588099,1.225702625,-106.4043633,558.0696762,0.957926204,0.014318733,1.024126768,0.909351766,0.009463167,0.3500953338 1 sin(1 x1) + 0.6192485288 x1 cos(1 x1) + 0.5720832656 x1^3 cos(1 x1); -131.2294002178 x0 + -1240979.4980354023 x1 + 82007.1371332978 x1^3 + 1.1570705249 1 sin(1 x0) + 1631605.7697822712 1 sin(1 x1) + 125.1325606043 x0 cos(1 x1) + -390627.2230397875 x1 cos(1 x1) + -161.1277170660 x0 x1 cos(1 x0) + 161.2430087252 x0 x1 cos(1 x1) + 202.2948196488 x1^2 sin(1 x0) + -115.7110937246 x0^3 sin(1 x1) + 37.5329950222 x0^2 x1 sin(1 x0) + 10.3698392815 x0^2 x1 sin(1 x1) + -143.9079395044 x0 x1^2 cos(1 x0) + 80.5561222684 x1^3 sin(1 x0) + -19.2041032072 x1^3 cos(1 x0) + -5368.8952805476 x1^3 cos(1 x1)
35,4/5/2026 21:06,harmonic_oscillator,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,23.77593184,4,5,0.197834149,1.27365303,-2973726.36,3362804.01,0.929579263,0.02400624,3.250278234,,,x1**27*(-0.012894725) + x1; x0*(-4.862188)
36,4/5/2026 21:07,harmonic_oscillator,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,16.83985281,4,4,0.219802405,1.205482815,0.521327848,1.432791901,0.999966583,1.97E-06,0.898090839,0.999810657,1.92E-05,0.9921875871 x1; -4.9944623480 x0 + -0.9986903473 x1
36,4/5/2026 21:07,harmonic_oscillator,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.539848089,67,67,0.220002041,1.205056164,-3884.480789,21342.63234,0.567187188,0.147509099,1.414474726,-2.506335476,0.358035672,471.8352415466 x1 + -738.7383592058 1 sin(1 x1) + 267.8684987975 x1 cos(1 x1) + 11.1188192470 x1^3 cos(1 x1); -2486212592.7723345757 x0 + -0.9593608379 x1 + 137665935.9389344454 x0^3 + 3629164601.9016795158 1 sin(1 x0) + -1142952057.3966240883 x0 cos(1 x0) + 43.2833534479 x0 cos(1 x1) + -104281263.0241460949 x0^2 sin(1 x0) + -0.2667232454 x0^2 cos(1 x0) + 22.7793555260 x0 x1 sin(1 x1) + -13.4634152055 x0^3 sin(1 x0) + 61.9987834990 x0^3 cos(1 x1) + 55.6802715734 x0^2 x1 sin(1 x1) + -54.5412797406 x0 x1^2 sin(1 x0)
36,4/5/2026 21:07,harmonic_oscillator,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.09790826,4,5,0.201471436,1.254311517,-0.104477995,2.387401385,0.929382252,0.024066099,4.697151423,-0.940260225,0.193027801,-0.0334856965891878*x1**9 + x1; x0*(-4.8714776)
132,4/5/2026 21:19,harmonic_oscillator,AutoSINDy,0.04,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,36.15399814,4,4,0.129699267,2.310708589,0.400901701,2.24729773,0.999981031,3.95E-06,1.003806114,0.999836523,1.56E-05,0.9960697633 x1; -1.0057228314 x1 + -4.9838241599 x0
