global_seed,timestamp,system_name,model_name,noise_level,library_strategy,optimizer,use_ensemble,threshold,active_curation_threshold,expansion_strategy,split_strategy,discovery_time_s,structural_complexity,canonical_complexity,train_r2,train_mse,test_r2,test_mse,new_traj_r2,new_traj_mse,sim_time_s,sim_r2,sim_mse,equations
136,2026-04-28 20:34:17,duffing,AutoSINDy,0.03,Separate,STLSQ,True,0.21,0.985,gentle,middle,30.886536359786987,8,8,0.2933565025018457,0.15552105126861215,0.31171018855584537,0.15806082947232153,0.7164305204366462,0.03470820270488964,1.12831711769104,-5.997327560052166,1.0867634713407437,0.9973077396 x1; 0.9931863506 x0 + -2.0587622491 x1**3 + -0.9944834765 x0**3
136,2026-04-28 20:34:17,duffing,Standard SINDy,0.03,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.5350010395050049,1,1,0.14803548748253081,0.20166598900564217,0.19566296470541772,0.19245502671672035,0.47322663224616834,0.06447581445679329,1.07830810546875,-6.011314602395673,1.2232953458663298,0.9973077396 x1; 0.0000000000
136,2026-04-28 20:34:17,duffing,Standard PySR,0.03,Separate,STLSQ,True,0.21,0.985,gentle,middle,19.33448076248169,5,10,0.24894266962645417,0.16962466318131098,0.2802352548856793,0.1673886187333725,-11.223251047283698,1.4900077648876926,5.110000371932983,-12.942697207259474,1.7089601093152575,x1*cos((x0 - 0.70274776)**3); 0.9621117 - x0
32,2026-04-28 20:35:04,duffing,AutoSINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,18.2663152217865,8,8,0.1881943725094795,0.27031046249807644,0.1945047737620254,0.302606830729891,0.7088626704065824,0.03563451169039279,1.0924954414367676,-5.989826967291439,1.0902780252517137,0.9978732937 x1; 0.9948567261 x0 + -2.0800640893 x1**3 + -0.9960937651 x0**3
32,2026-04-28 20:35:04,duffing,Standard SINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.5238680839538574,11,11,0.18451336408253904,0.2720278422151948,0.20300966511233837,0.29817083500639663,-177.16975206826405,21.807559823502988,1.1700866222381592,,,1.8531437659 x1 + -0.8699934581 1 sin(1 x1); 3.1726080550 x0^3 + -3.7286827889 x0^3 sin(1 x0)
32,2026-04-28 20:35:04,duffing,Standard PySR,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,15.992553949356079,4,26,0.15756080562074004,0.28458624506971664,0.12722362281346028,0.32191405654134414,-10.721639987957296,1.4346969822107034,6.2598557472229,-8.603320996142067,1.8179135719334134,x1 + (x1 + 0.2659568)**9; 0.962192 - x0
33,2026-04-28 20:36:04,duffing,AutoSINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,21.156609296798706,7,7,0.1913810451752786,0.26379909940062707,0.21931590020491143,0.298776889055515,0.9998926716120164,1.3126252532049098e-05,1.8004939556121826,0.9763547617432724,0.0015317886391333067,0.9996551397 x1; -0.2910999043 x1 + 0.9911503588 x0 + -0.9898939023 x0**3
33,2026-04-28 20:36:04,duffing,Standard SINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.6909840106964111,13,13,0.1746502428416944,0.27142404581526963,0.20096729645550365,0.3083882620819151,-126.53226539838047,15.609663921621214,2.297837018966675,-20.54551208169198,3.4613919505292814,1.0127096995 x1 + -0.0132788583 1 sin(1 x1); -3.1698395492 x0^3 sin(1 x0) + 2.7305888455 x0^3 cos(1 x1)
33,2026-04-28 20:36:04,duffing,Standard PySR,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,19.916512966156006,6,6,0.16036968432610027,0.2779337647715075,0.18134706084323748,0.317659766131038,-10.737819994173403,1.4365167418042055,8.295960664749146,-16.259175692856978,1.322539870003466,-x0**6*x1**6 + sin(x1); 0.96241987 - x0
34,2026-04-28 20:37:05,duffing,AutoSINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,23.136205434799194,8,8,0.18889695187976435,0.27557542922059797,0.23628709004681114,0.25611267109814495,-0.847979425713707,0.22618853285345095,1.6769368648529053,-6.471196440637144,0.7345291472491676,0.9992835792 x1; 0.3837295494 1 + -0.2907465368 x0*x1 + -0.3812827163 x0**3 + -0.4317454628 x0*sin(x0**3 - x0)
34,2026-04-28 20:37:05,duffing,Standard SINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.8533015251159668,12,12,0.18580311422387774,0.2770784769764943,0.22219793958929274,0.2624644421081975,-3.054875856401128,0.49630752592700905,1.573350429534912,-36.62949030391551,2.1586217012824216,1.0903497411 x1 + -0.0926410674 1 sin(1 x1); 0.8798682770 x0 cos(1 x0) + -0.5519116987 x0^3 sin(1 x0)
