global_seed,timestamp,system_name,model_name,noise_level,library_strategy,optimizer,use_ensemble,threshold,active_curation_threshold,expansion_strategy,split_strategy,discovery_time_s,structural_complexity,canonical_complexity,train_r2,train_mse,test_r2,test_mse,new_traj_r2,new_traj_mse,sim_time_s,sim_r2,sim_mse,equations
34,2026-04-28 20:37:05,duffing,Standard PySR,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,20.982260704040527,6,6,0.15935768482698548,0.2899264470246092,0.1331068869947255,0.2876430042084064,-11.052531936294779,1.4712347994086714,7.934061765670776,-5.8298828448933,1.1490371481252883,x1*cos(-23.4876794034653*x1**6); 0.96247256 - x0
235,2026-04-28 20:39:55,duffing,AutoSINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,30.35102653503418,10,10,0.19821412502034458,0.25255419868529105,0.21643884835897442,0.2789329052073368,0.6619417086501352,0.04137756951933481,0.9772906303405762,-5.8790329499129745,1.046522687088942,1.0001495038 x1; 1.1764292568 x0 + -2.0532902349 x1**3 + -1.1713548289 x0**3 + -0.2427019034 sin(x0**4 - x0 + x1) + -0.5259918334 sin(x0 - (x0 + x1**3)**3)
235,2026-04-28 20:39:55,duffing,Standard SINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.4147341251373291,12,12,0.195560966469693,0.25371610644424125,0.19613953626275765,0.28868647788617413,0.9496127544186355,0.0061656668993471785,0.9980630874633789,-6.605542194406909,0.4164534771888825,0.7565388630 x1 + 0.2478011723 1 sin(1 x1); 1.0329807449 x0 cos(1 x0) + -0.5626022299 x0^3 cos(1 x1)
235,2026-04-28 20:39:55,duffing,Standard PySR,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,18.336636304855347,4,4,0.1655185815499023,0.266871197838227,0.1818703261814012,0.2955467140498251,-10.7252522417289,1.4351445752879737,4.800923585891724,-13.120470648031635,1.8362553369255499,x0**9*0.00032927076 + x1; 0.96251 - x0
136,2026-04-28 20:42:58,duffing,AutoSINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,32.68676424026489,8,8,0.19019216100710706,0.2756593170298206,0.2298790662330248,0.26370495917324904,0.9341158607686343,0.008063914621537636,1.3693275451660156,0.15993400149526238,0.10054148948247779,0.9956420412 x1; -0.2956151923 x1 + 0.7915555409 x0 + -0.8631493738 x0**3 + 0.1040307436 cos((0.07175507 - x0)**3)
136,2026-04-28 20:42:58,duffing,Standard SINDy,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.6505777835845947,12,12,0.17004703896841622,0.28428231403335313,0.17937325740281934,0.27830789948458456,-128.1260796642602,15.803411231624118,1.6191949844360352,-1697.8427782260296,65.01749790976163,1.7694105454 x1 cos(1 x0); -3.1892580674 x0^3 sin(1 x0) + 2.7467363935 x0^3 cos(1 x1)
136,2026-04-28 20:42:58,duffing,Standard PySR,0.04,Separate,STLSQ,True,0.21,0.985,gentle,middle,22.037184715270996,5,28,0.16064430704237564,0.29020341526652405,0.18888588063176498,0.2826894233213899,-11.146902009785386,1.4815778964869835,8.175400018692017,-12.982578375673585,1.557250194495725,x1*cos((x0 - 1*0.42137963)**9); 0.96205187 - x0
32,2026-04-28 20:44:01,duffing,AutoSINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,23.949058055877686,13,13,0.12926865674748483,0.4220876156290345,0.13552949290040373,0.4671582266275812,-109.3210806436424,12.170957986667752,1.3564534187316895,-6.053379825933552,0.9830602694359983,1.4738239188 x1 + 0.1427771043 x1**3 + -0.4919940606 (1.257996 - x0)**3 + -0.5016214385 sin(x1 - (1.257996 - x0)**3); 0.9950162207 x0 + -2.0816815848 x1**3 + -0.9962488397 x0**3
32,2026-04-28 20:44:01,duffing,Standard SINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.7557435035705566,14,14,0.12710441548793694,0.4235439495839969,0.13092786974442056,0.4708174564957962,-172.60399097716922,21.24873995148422,5.320150852203369,,,0.9964232232 x1; 3.1356948658 x0^3 + -3.7048625924 x0^3 sin(1 x0) + 0.4458887348 x0^2 x1 sin(1 x1)
32,2026-04-28 20:44:01,duffing,Standard PySR,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,19.14173936843872,5,26,0.10808078137179133,0.4363987779427898,0.09924773411489396,0.48311040556747287,-10.721534187224336,1.434684529101966,7.749586820602417,-8.783311177557017,1.8285113711323335,x1 - (-x1 - 0.24825181)**9; 0.96218693 - x0
133,2026-04-28 20:52:18,duffing,AutoSINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,40.46904516220093,7,7,0.13341721742065643,0.4062431147632906,0.16194110664733508,0.4353182681594209,0.9999868259504182,1.595167366418261e-06,1.5919668674468994,0.9998938189034599,5.877259336278749e-06,0.9990506565 x1; 1.0003582854 x0 + -0.2996075034 x1 + -1.0002719565 x0**3
133,2026-04-28 20:52:18,duffing,Standard SINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.7441830635070801,19,19,0.130822546320904,0.4079059783509414,0.13789412537018747,0.4530509348782784,-367.709328747217,45.129196843460676,2.529552936553955,-207.11474792848327,9.04957738123898,0.9990506565 x1; 5.0151446446 x0^3 + -5.3570391768 x0^3 sin(1 x0) + -0.9367997239 x0^3 cos(1 x0) + 0.9111823858 x0 x1^2 cos(1 x0)
133,2026-04-28 20:52:18,duffing,Standard PySR,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,24.584020853042603,4,4,0.11041306892418506,0.4209887085050538,0.128652630247227,0.45491082390279486,-19.32726681917395,2.3836802776950847,3.0066800117492676,,,-13.6604717991614*x1**9 + x1; 0.96128535 - x0
34,2026-04-28 20:53:12,duffing,AutoSINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,22.511348724365234,8,8,0.12918574703280927,0.43099781464976367,0.15399100545001765,0.4083632930160981,0.7391568240503572,0.03192660322893888,1.4358479976654053,-6.016320830749223,1.0743751970885325,0.9990149635 x1; 0.9886524610 x0 + -0.9893092808 x0**3 + -1.9923904439 x1**3
34,2026-04-28 20:53:12,duffing,Standard SINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.6891801357269287,12,12,0.1276863642979147,0.43205786951455094,0.1572773277537659,0.40620937379257405,-3.0504942969125217,0.49577082149169005,1.699202060699463,-35.43936213031617,2.112941171743823,1.1571108932 x1 + -0.1608381531 1 sin(1 x1); 0.8793571586 x0 cos(1 x0) + -0.5514926265 x0^3 sin(1 x0)
34,2026-04-28 20:53:12,duffing,Standard PySR,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,19.844123601913452,4,4,0.10955805732964041,0.44487381518335833,0.13652783309033378,0.4194440615464633,-11.98474405873581,1.5740522712164104,3.367175579071045,,,-5.22325694664011*x1**9 + x1; 0.96249086 - x0
35,2026-04-28 20:54:13,duffing,AutoSINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,21.94050359725952,12,12,0.13368745343041072,0.4145235579254629,0.1275203256321481,0.49603593116728995,0.2858773779148013,0.08740699989991865,0.9766018390655518,0.2275101419754536,0.06852799855850963,1.0006710838 x1; 0.2327860398 1 + -0.4854899057 x0**3 + -0.3004905478 x0*x1 + 0.4700628484 x0*cos(x0**2)
35,2026-04-28 20:54:13,duffing,Standard SINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.4710352420806885,44,44,0.13276953780769435,0.41514806510849167,0.12307580770402132,0.4980998791085136,-210.31367347355507,25.86284729310007,1.0546095371246338,-0.5108028562164433,0.164696693944477,-123.7970927661 x1 + 185.1402752659 1 sin(1 x1) + -60.3449375602 x1 cos(1 x1) + 0.8551417365 x0 x1^2 sin(1 x1); 3.4608627166 x0^3 + -0.1000419756 x0^2 cos(1 x0) + -4.0165807889 x0^3 sin(1 x0) + -0.5916393233 x0^2 x1 cos(1 x0) + -0.1466232757 x0^2 x1 sin(1 x1) + 0.2209036958 x0 x1^2 cos(1 x0)
35,2026-04-28 20:54:13,duffing,Standard PySR,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,18.077606916427612,5,5,0.11190920940613908,0.4292702910029781,0.10532767192572234,0.5125994655403188,-10.720973461342325,1.4345084343906895,15.038738489151001,,,x0**18*x1**9 + x1; 0.96144813 - x0
36,2026-04-28 20:54:58,duffing,AutoSINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,17.40960955619812,7,7,0.13616118199860167,0.4067741245386927,0.13516772020578532,0.4811522780394899,0.9999664398117185,4.074537502979495e-06,0.9910435676574707,0.9895721459224742,0.000673169937512888,1.0019274885 x1; 0.9983305627 x0 + -0.2953353333 x1 + -0.9967456557 x0**3
36,2026-04-28 20:54:58,duffing,Standard SINDy,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,0.414945125579834,11,11,0.13294089093022166,0.4089276495027203,0.12787680279487273,0.4866683788499946,-175.80505918323817,21.640533595532496,1.032754898071289,,,1.5833267404 x1 + -0.5914524073 1 sin(1 x1); 3.1604415920 x0^3 + -3.7135030063 x0^3 sin(1 x0)
36,2026-04-28 20:54:58,duffing,Standard PySR,0.05,Separate,STLSQ,True,0.21,0.985,gentle,middle,14.608238697052002,4,4,0.1143135003083472,0.4213818380658058,0.09458051482385738,0.5071344503899065,-23.410462916036202,2.834198671651545,7.281752824783325,-14.379733432946619,3.0611811271236307,16.573019749152*x1**9 + x1; 0.96243936 - x0
